shipment_id,carrier,weather,shipment_value,warehouse_load_pct,traffic_density,planned_arrival,current_delay_minutes,is_delayed,event_type,last_checkpoint,distance_to_go_km,shipment_priority
ZH-73742784,BlueDart,Clear,11584,66,0.16,2026-03-05 22:17:14,97,1,Operational Bottleneck,Morriston Hub,173,High
pd-05816537,Swift,Heavy Rain,2838,53,1.0,2026-02-10 11:32:06,2,0,Routine,South Christineville Hub,36,Medium
BK-61735098,Swift,Heavy Rain,3149,55,0.74,2026-02-24 13:05:04,4,0,Routine,North Staceyport Hub,194,Low
gz-78295444,Delhivery,Clear,7486,65,0.78,2026-02-13 00:22:02,2,0,Routine,New Jose Hub,205,High
BI-70346689,Swift,Clear,9885,51,0.59,2026-02-26 05:58:31,180,1,Operational Bottleneck,Zacharyville Hub,300,Low
yV-45242459,Delhivery,Clear,8542,78,0.92,2026-02-23 21:47:56,9,0,Routine,East Eileenton Hub,381,Low
zp-02397213,Swift,Clear,11142,47,0.14,2026-02-18 08:57:21,10,0,Routine,Ashleymouth Hub,101,Low
rx-99713544,Delhivery,Clear,13759,56,0.81,2026-02-25 04:43:11,92,1,Operational Bottleneck,South Wendy Hub,79,Low
eW-44907281,BlueDart,Fog,14864,53,0.65,2026-02-27 18:29:03,4,0,Routine,Matthewshire Hub,151,Low
vz-86391474,Swift,Fog,9432,94,0.38,2026-02-20 11:56:15,100,1,Operational Bottleneck,New Andrewborough Hub,261,High
lV-57033312,Swift,Clear,14095,87,0.76,2026-02-08 07:40:15,54,1,Operational Bottleneck,Williamshire Hub,288,High
eU-43261837,Delhivery,Heavy Rain,1720,81,0.45,2026-02-13 20:54:42,11,0,Routine,West Joshua Hub,50,Medium
Rk-83577840,Swift,Clear,3178,51,0.68,2026-03-07 13:58:21,14,0,Routine,New Michaelside Hub,432,Medium
uS-13910438,BlueDart,Clear,7654,55,0.46,2026-02-09 17:20:32,1,0,Routine,Garzastad Hub,122,Low
xG-20258318,Swift,Fog,3578,60,0.81,2026-02-23 13:15:46,12,0,Routine,Andrewbury Hub,204,High
ds-11044130,Delhivery,Clear,5597,43,0.12,2026-02-15 04:17:42,14,0,Routine,Lake David Hub,280,Low
Iy-09948598,Delhivery,Clear,2026,52,0.77,2026-02-09 06:58:06,14,0,Routine,New Jason Hub,210,High
QD-71304739,Delhivery,Clear,14263,57,0.87,2026-02-14 00:28:02,3,0,Routine,North Kari Hub,170,Low
gw-20831512,Swift,Heavy Rain,3412,80,0.96,2026-03-02 07:57:17,0,0,Routine,Michellebury Hub,312,Low
Jv-81687681,BlueDart,Cyclone,5563,47,0.85,2026-02-09 11:00:32,525,1,Natural Disaster,West Christopherfurt Hub,29,Low
OT-95728414,Swift,Fog,11918,52,0.53,2026-02-19 15:48:29,6,0,Routine,Bennettville Hub,433,Medium
NZ-73648279,BlueDart,Clear,12469,88,0.46,2026-02-23 12:27:57,9,0,Routine,Johnfort Hub,168,High
tZ-79548776,Delhivery,Clear,10150,100,0.72,2026-02-19 13:20:34,110,1,Operational Bottleneck,Lake Josephville Hub,461,High
Lx-09739422,Swift,Clear,11311,71,0.27,2026-03-02 18:36:02,8,0,Routine,West Audreyland Hub,217,Low
yX-64909997,Swift,Clear,7364,30,0.33,2026-02-17 13:08:40,3,0,Routine,Port Johnshire Hub,33,Low
VW-10594710,Swift,Clear,9824,43,0.68,2026-03-04 04:26:32,2,0,Routine,South Kevin Hub,200,Low
Oo-45908059,Swift,Clear,6338,57,0.4,2026-03-01 06:20:09,3,0,Routine,Sarahshire Hub,238,High
hs-49199219,BlueDart,Heavy Rain,7773,33,0.5,2026-02-25 21:51:59,8,0,Routine,Jadeberg Hub,109,Medium
wa-64780735,Swift,Cyclone,8577,45,0.7,2026-02-22 21:46:09,430,1,Natural Disaster,Cynthiamouth Hub,425,High
pX-38779155,Swift,Clear,9245,79,0.38,2026-02-15 19:30:45,11,0,Routine,North Christopherfort Hub,222,Medium
FO-78334717,Swift,Fog,3668,100,0.15,2026-03-05 04:03:40,3,0,Routine,East Amanda Hub,255,Medium
Fv-96781645,Delhivery,Clear,10720,76,0.97,2026-02-24 19:31:07,65,1,Operational Bottleneck,Roytown Hub,453,High
Fz-36087160,BlueDart,Clear,8380,49,0.57,2026-02-12 19:47:12,3,0,Routine,East Dawn Hub,386,High
MU-21995980,Delhivery,Heavy Rain,8603,57,0.22,2026-02-24 14:53:37,4,0,Routine,South Brian Hub,344,Low
iZ-13462003,Swift,Heavy Rain,10156,80,0.51,2026-02-24 06:43:28,9,0,Routine,Robertville Hub,236,High
OA-02357971,BlueDart,Clear,6649,98,0.2,2026-02-24 08:48:19,98,1,Operational Bottleneck,West James Hub,110,Medium
JW-57534130,BlueDart,Clear,2452,61,0.63,2026-02-11 06:06:25,10,0,Routine,Clarkeland Hub,336,Low
Kp-54458256,Swift,Clear,11857,50,0.4,2026-02-17 06:02:58,3,0,Routine,Lake Maria Hub,128,High
oR-67791651,Delhivery,Clear,13712,30,0.77,2026-02-19 04:13:58,2,0,Routine,Jenniferport Hub,425,High
mD-61452714,Delhivery,Heavy Rain,8163,79,0.52,2026-02-19 17:32:38,11,0,Routine,Millschester Hub,180,High
nV-11357123,Swift,Fog,1729,96,0.56,2026-02-09 03:46:13,48,1,Operational Bottleneck,Port Tabithafurt Hub,260,Low
Ow-56069892,Delhivery,Clear,4937,100,0.72,2026-02-22 09:32:21,2,0,Routine,West Steveport Hub,259,Low
KJ-60489335,Swift,Fog,11719,97,0.97,2026-03-08 03:13:44,55,1,Operational Bottleneck,Port Timothybury Hub,42,Medium
jq-93158628,Delhivery,Clear,3705,88,0.32,2026-03-07 09:21:42,110,1,Operational Bottleneck,Danielstad Hub,236,Medium
cV-71897431,BlueDart,Clear,11898,59,0.24,2026-02-16 14:46:22,15,0,Routine,Shawnfort Hub,389,Low
pT-22666973,Delhivery,Cyclone,12385,59,0.5,2026-03-07 20:30:23,454,1,Natural Disaster,Vanessachester Hub,308,High
iS-06346546,Swift,Clear,14409,43,0.15,2026-02-27 11:26:26,7,0,Routine,Carrmouth Hub,409,High
ZE-05584217,Delhivery,Clear,13906,98,0.67,2026-02-16 22:55:39,158,1,Operational Bottleneck,South Richard Hub,310,High
sE-97204274,BlueDart,Cyclone,9138,95,0.93,2026-02-20 03:45:54,602,1,Natural Disaster,North Stephanieborough Hub,499,Medium
fA-60024586,Delhivery,Heavy Rain,2848,92,0.58,2026-02-08 19:47:19,9,0,Routine,Port Autumnview Hub,323,Low
ar-25725558,Delhivery,Clear,14182,64,0.58,2026-03-02 19:55:23,13,0,Routine,East Nicholasfort Hub,104,Low
zK-51935214,Delhivery,Fog,10719,42,0.19,2026-02-24 13:40:20,4,0,Routine,Jenkinsside Hub,443,Low
os-87727633,Delhivery,Clear,2824,87,0.56,2026-02-09 23:30:06,168,1,Operational Bottleneck,Ramosstad Hub,74,Low
On-05343095,BlueDart,Clear,1165,58,0.3,2026-02-16 00:25:10,9,0,Routine,Lake Michael Hub,99,Low
lN-45866840,Swift,Cyclone,1194,74,0.99,2026-02-19 21:10:31,496,1,Natural Disaster,Lake Brenda Hub,15,High
EU-01319524,BlueDart,Clear,7918,56,0.65,2026-02-19 20:14:51,12,0,Routine,Jamestown Hub,70,Low
nr-80293216,Swift,Clear,5842,68,0.92,2026-03-06 01:02:32,10,0,Routine,Port Colleen Hub,321,Low
pN-72568296,BlueDart,Clear,12452,46,0.3,2026-02-12 05:17:00,11,0,Routine,Port Traviston Hub,440,Medium
KP-81433127,Swift,Heavy Rain,10078,68,0.58,2026-02-11 00:31:19,1,0,Routine,East Justin Hub,100,Medium
vJ-55035530,Delhivery,Clear,11170,46,0.4,2026-02-19 16:56:10,0,0,Routine,Barnesport Hub,441,Low
wZ-33197699,BlueDart,Heavy Rain,4407,37,0.17,2026-02-09 21:42:18,106,1,Operational Bottleneck,Dicksonstad Hub,151,High
Ub-76863067,BlueDart,Heavy Rain,2106,83,0.42,2026-02-15 14:02:26,7,0,Routine,Jasonmouth Hub,256,Low
rY-84105462,Delhivery,Clear,7498,45,0.76,2026-03-03 22:40:10,0,0,Routine,South Erin Hub,70,Low
fK-04298331,Delhivery,Clear,4438,100,0.58,2026-03-06 23:21:02,5,0,Routine,Port Lisamouth Hub,42,Medium
TN-11987472,Swift,Heavy Rain,1863,47,0.1,2026-02-14 19:16:52,13,0,Routine,Ryanport Hub,488,High
fB-05420433,Delhivery,Fog,9997,65,0.26,2026-02-15 18:39:25,0,0,Routine,West Josephborough Hub,228,Low
lq-33216687,Swift,Clear,13805,87,0.26,2026-03-05 03:40:53,4,0,Routine,New Clarenceport Hub,329,Low
hu-08276053,BlueDart,Clear,1785,54,0.46,2026-02-20 02:42:59,5,0,Routine,West Erica Hub,20,Medium
Aa-63334485,BlueDart,Clear,13364,30,0.57,2026-03-04 05:49:11,2,0,Routine,North Kimberly Hub,227,High
IC-86582082,Delhivery,Heavy Rain,1564,60,0.93,2026-02-08 05:20:32,12,0,Routine,North Cameronton Hub,197,Low
YA-09357364,BlueDart,Clear,3366,36,0.59,2026-02-23 11:31:08,0,0,Routine,North Susanton Hub,35,Medium
uC-42777534,Delhivery,Fog,8262,44,0.94,2026-02-20 01:23:45,97,1,Operational Bottleneck,Timothyview Hub,66,Medium
ux-65384941,BlueDart,Fog,14787,33,0.61,2026-02-13 16:34:36,5,0,Routine,West Jayside Hub,465,High
kC-99990957,Delhivery,Clear,5542,83,0.48,2026-02-13 00:04:08,14,0,Routine,Victoriaport Hub,290,Low
wJ-31239120,Swift,Fog,10827,33,0.35,2026-02-17 21:22:08,4,0,Routine,East Philip Hub,478,Low
QL-17270198,Swift,Heavy Rain,11819,48,0.29,2026-02-26 02:48:03,8,0,Routine,Port Matthew Hub,419,High
vP-15680709,Swift,Clear,14318,88,0.96,2026-02-23 11:11:03,11,0,Routine,Jamesbury Hub,406,Medium
ab-64030744,BlueDart,Fog,5522,52,0.3,2026-02-14 08:03:49,0,0,Routine,New Davidberg Hub,178,Medium
Mx-78126407,BlueDart,Fog,14971,36,0.7,2026-02-10 16:51:49,1,0,Routine,Fernandoburgh Hub,176,High
vd-27402138,BlueDart,Clear,9903,63,0.81,2026-02-26 21:28:28,11,0,Routine,West Tashaton Hub,418,High
KF-95032609,BlueDart,Clear,7688,59,0.39,2026-03-04 15:28:35,11,0,Routine,Woodtown Hub,404,Low
Xk-19822659,Swift,Clear,14501,86,0.54,2026-03-03 00:40:06,70,1,Operational Bottleneck,East Kristatown Hub,285,Medium
eM-17579166,Delhivery,Heavy Rain,862,69,0.15,2026-02-27 07:04:14,0,0,Routine,North Amandachester Hub,146,Medium
Fv-11106449,BlueDart,Heavy Rain,10519,47,0.89,2026-02-07 13:11:45,10,0,Routine,South Jennifer Hub,178,High
DG-02509757,Delhivery,Heavy Rain,7381,95,0.87,2026-02-09 01:34:25,125,1,Operational Bottleneck,East Joshuastad Hub,145,Low
iB-05335568,BlueDart,Fog,14623,57,0.58,2026-02-18 12:52:02,1,0,Routine,Lake Angelville Hub,254,Medium
xS-61284960,Delhivery,Clear,12998,92,0.34,2026-03-01 12:01:14,66,1,Operational Bottleneck,South Alexanderville Hub,326,High
FO-85584171,BlueDart,Clear,10269,38,0.49,2026-03-07 15:11:09,4,0,Routine,Reedborough Hub,195,Low
fu-29831978,Delhivery,Heavy Rain,12041,95,0.84,2026-03-03 10:53:22,155,1,Operational Bottleneck,Danamouth Hub,44,Medium
RP-59589596,Swift,Clear,4172,79,0.27,2026-02-22 18:14:08,11,0,Routine,Riveraburgh Hub,367,Low
Wh-59976810,Delhivery,Heavy Rain,6022,96,0.18,2026-02-26 06:13:24,12,0,Routine,North Lauraborough Hub,471,High
Xz-50838498,Swift,Clear,9416,39,0.14,2026-03-01 02:40:43,8,0,Routine,Herreraton Hub,92,Low
XQ-06698884,Delhivery,Heavy Rain,1337,98,0.16,2026-03-04 15:27:10,5,0,Routine,North Jamesside Hub,471,Medium
OR-64864891,Swift,Clear,5036,48,0.38,2026-02-07 16:23:11,13,0,Routine,Maryside Hub,310,Low
Hn-07097857,BlueDart,Fog,12907,87,0.23,2026-03-08 02:11:05,3,0,Routine,Katherineview Hub,384,Low
cz-08853827,BlueDart,Clear,2227,41,0.11,2026-03-02 07:30:57,5,0,Routine,East Rebecca Hub,135,Medium
XI-58893046,Swift,Clear,14352,62,0.68,2026-02-10 02:50:56,13,0,Routine,Shanebury Hub,192,Medium
tK-41526657,Swift,Fog,5648,92,0.54,2026-02-27 16:33:15,88,1,Operational Bottleneck,Leachland Hub,97,Medium
rA-94921813,BlueDart,Clear,8040,32,0.42,2026-02-17 14:53:09,3,0,Routine,West Thomas Hub,267,Low
WV-09381997,Swift,Fog,10292,41,0.45,2026-02-26 05:55:39,9,0,Routine,Barnesborough Hub,113,Medium
Kh-11873423,Delhivery,Clear,2624,77,0.1,2026-02-13 10:52:34,1,0,Routine,North Leonardfurt Hub,236,Medium
CZ-08235934,Swift,Clear,13742,38,0.4,2026-03-06 01:09:38,0,0,Routine,East Christophermouth Hub,426,Medium
KV-15890340,Delhivery,Heavy Rain,1774,87,0.48,2026-02-21 09:15:57,15,0,Routine,East Josephmouth Hub,269,Medium
uU-12421091,BlueDart,Fog,11705,43,0.58,2026-02-26 05:39:52,1,0,Routine,Nicoleburgh Hub,435,High
rG-97096210,Swift,Cyclone,12879,70,0.21,2026-02-18 23:15:40,520,1,Natural Disaster,Webbfurt Hub,343,Medium
dL-03009472,Delhivery,Clear,9633,81,0.49,2026-02-14 22:39:38,4,0,Routine,Nobleview Hub,174,Low
Go-00410231,Delhivery,Clear,12889,88,0.61,2026-03-06 07:06:53,4,0,Routine,West Haley Hub,179,High
Ta-62957574,Delhivery,Clear,2413,75,0.88,2026-02-12 11:12:30,6,0,Routine,Kristenstad Hub,59,High
VP-66515610,Swift,Clear,12758,78,0.41,2026-03-08 04:35:17,4,0,Routine,Jimenezborough Hub,368,Medium
Ow-01454051,Delhivery,Fog,10351,89,0.78,2026-02-15 13:35:30,5,0,Routine,Cisnerosview Hub,499,Low
cH-01709226,BlueDart,Clear,13566,86,0.42,2026-02-09 05:48:52,14,0,Routine,Sarashire Hub,167,High
qg-46441658,Delhivery,Clear,1186,89,0.25,2026-02-07 11:59:41,0,0,Routine,Port Vickieview Hub,350,Medium
hM-78935216,BlueDart,Clear,6200,74,0.36,2026-02-14 02:27:52,86,1,Operational Bottleneck,Wellsbury Hub,113,High
gN-38143918,Delhivery,Clear,10099,82,0.77,2026-02-28 18:20:38,10,0,Routine,Josephborough Hub,488,Low
BE-11733870,Swift,Heavy Rain,12409,31,0.69,2026-02-18 04:56:24,1,0,Routine,New Charles Hub,149,High
rp-23891427,BlueDart,Heavy Rain,6219,63,0.59,2026-02-12 08:48:38,6,0,Routine,Jeanfurt Hub,354,Medium
Mq-66792441,Swift,Clear,10371,97,0.16,2026-02-28 14:44:10,107,1,Operational Bottleneck,Simmonsburgh Hub,457,High
OM-67066671,Swift,Clear,11335,95,0.4,2026-02-09 21:36:57,128,1,Operational Bottleneck,Gabrielleside Hub,395,Low
Do-79121245,Swift,Clear,5946,93,0.3,2026-03-07 05:50:17,87,1,Operational Bottleneck,South Kimland Hub,208,Low
qC-83182313,Swift,Clear,8028,82,0.45,2026-02-26 04:30:54,56,1,Operational Bottleneck,North Adam Hub,444,Medium
gZ-86897999,Delhivery,Heavy Rain,13990,41,0.99,2026-02-25 12:29:04,13,0,Routine,Walkerland Hub,399,Medium
AG-75109381,Delhivery,Clear,9512,33,0.2,2026-03-05 23:17:23,10,0,Routine,West Jonfort Hub,470,Medium
CO-27828466,Delhivery,Clear,8129,68,0.82,2026-03-01 01:35:45,98,1,Operational Bottleneck,East Jessica Hub,386,Medium
xL-82077996,Delhivery,Heavy Rain,3411,71,0.96,2026-02-22 02:53:24,0,0,Routine,East Neil Hub,304,High
Kr-46421637,BlueDart,Clear,12776,68,0.6,2026-02-07 16:59:49,14,0,Routine,North Melissaberg Hub,224,Medium
NZ-71137716,BlueDart,Clear,2133,68,0.68,2026-02-13 06:24:22,12,0,Routine,North Catherine Hub,89,Medium
HL-38798960,BlueDart,Clear,12830,78,0.92,2026-02-22 19:47:31,15,0,Routine,Allenfurt Hub,435,Medium
fB-69518599,Swift,Heavy Rain,6459,59,0.5,2026-02-14 13:17:46,4,0,Routine,Juliebury Hub,99,Low
jM-16562482,Swift,Clear,12210,85,0.83,2026-02-07 18:27:12,11,0,Routine,Cynthiaville Hub,473,Low
sZ-04748085,Swift,Clear,14950,40,0.43,2026-02-13 01:59:17,8,0,Routine,New Todd Hub,343,Medium
xF-98195209,Swift,Fog,2710,31,0.27,2026-02-15 19:45:59,15,0,Routine,East Keithstad Hub,500,High
zJ-19693943,BlueDart,Clear,6902,99,0.57,2026-03-03 11:33:00,4,0,Routine,Port Travis Hub,447,Low
dw-81877583,Swift,Fog,10178,56,0.63,2026-03-02 03:56:36,3,0,Routine,Petersonshire Hub,460,Low
Jg-16083857,Delhivery,Clear,6368,60,0.93,2026-02-25 18:07:00,11,0,Routine,North Debrafurt Hub,240,High
IE-26765086,Swift,Clear,1380,91,0.84,2026-02-11 06:33:46,53,1,Operational Bottleneck,Lake Christopher Hub,441,High
nA-54850120,Swift,Clear,13946,39,0.25,2026-02-22 21:30:28,10,0,Routine,Morganborough Hub,69,Low
WB-06013184,Delhivery,Clear,13485,80,0.31,2026-02-25 15:32:31,4,0,Routine,North Cynthiastad Hub,428,Medium
nX-57352368,Swift,Heavy Rain,3519,73,0.49,2026-03-02 06:03:18,6,0,Routine,Roachmouth Hub,290,Low
dO-43129932,Delhivery,Clear,8120,70,0.63,2026-03-06 11:08:28,2,0,Routine,Port Erinside Hub,121,Medium
js-79782249,Swift,Cyclone,14175,71,0.65,2026-02-25 19:46:11,648,1,Natural Disaster,Wallaceshire Hub,359,Low
PH-94948620,Swift,Clear,5219,89,0.6,2026-02-19 18:54:24,1,0,Routine,Murphyhaven Hub,414,High
JD-04918560,BlueDart,Heavy Rain,1884,81,0.16,2026-03-05 05:00:36,180,1,Operational Bottleneck,East Sandra Hub,408,Low
kc-96894244,BlueDart,Fog,14623,81,0.67,2026-02-09 07:46:36,7,0,Routine,Banksfort Hub,66,Low
bz-43544903,BlueDart,Clear,12080,43,0.59,2026-02-15 03:57:04,9,0,Routine,West Caitlin Hub,390,Low
MM-34692942,Swift,Clear,7286,66,0.23,2026-02-13 19:13:09,1,0,Routine,Chambersland Hub,313,High
yt-25417873,Swift,Clear,9525,32,0.19,2026-02-11 00:36:51,14,0,Routine,Oconnorport Hub,138,Low
gX-27184475,Swift,Clear,12708,74,0.38,2026-02-23 21:27:06,12,0,Routine,Port Tara Hub,70,High
TK-40491216,Delhivery,Clear,8898,58,0.98,2026-02-26 22:59:31,6,0,Routine,East Virginia Hub,255,Medium
ii-58467765,Swift,Clear,9857,65,0.43,2026-02-17 06:26:10,11,0,Routine,Moodyberg Hub,443,Medium
hA-30615766,Delhivery,Clear,578,72,0.65,2026-02-14 15:12:08,48,1,Operational Bottleneck,New Roberttown Hub,67,Low
TE-84010494,BlueDart,Clear,11978,45,0.23,2026-03-06 06:35:00,5,0,Routine,Jasonland Hub,30,High
CF-38349058,Delhivery,Heavy Rain,5124,89,0.11,2026-02-27 19:22:30,6,0,Routine,West Natalieland Hub,244,High
OV-08087901,BlueDart,Clear,12346,91,0.11,2026-02-19 17:13:41,13,0,Routine,New Sarah Hub,79,Medium
JQ-36171887,BlueDart,Clear,10016,55,0.65,2026-02-09 17:38:59,4,0,Routine,Shelbyview Hub,185,Medium
Vk-69720830,Delhivery,Cyclone,5972,74,0.56,2026-02-22 03:16:12,672,1,Natural Disaster,North Marie Hub,353,Low
uw-27830365,Delhivery,Clear,4051,93,0.19,2026-03-08 09:51:06,14,0,Routine,North Robin Hub,400,Low
Ak-11325848,BlueDart,Fog,11801,60,0.48,2026-02-21 00:48:20,11,0,Routine,Valenciaberg Hub,245,Medium
PJ-07795044,Swift,Fog,8314,99,0.44,2026-03-01 01:57:32,77,1,Operational Bottleneck,East Karenburgh Hub,307,Low
Ng-56876954,Swift,Cyclone,7796,68,0.45,2026-02-11 19:48:25,369,1,Natural Disaster,South Kathleen Hub,438,Medium
eq-98054222,Delhivery,Fog,9907,81,0.76,2026-02-13 06:50:44,5,0,Routine,East Michellechester Hub,262,High
qv-27537817,Delhivery,Fog,11024,38,0.71,2026-03-06 20:21:59,7,0,Routine,Lake Josephville Hub,474,Medium
Rv-73794774,Swift,Clear,7124,66,0.49,2026-02-25 05:22:30,6,0,Routine,Coxview Hub,490,Low
lX-42730258,BlueDart,Clear,9275,54,0.62,2026-03-02 16:13:01,0,0,Routine,Crossport Hub,319,Low
ON-13874593,BlueDart,Clear,14471,95,0.57,2026-02-28 15:03:15,155,1,Operational Bottleneck,Robinside Hub,90,Low
zb-94202943,Swift,Heavy Rain,9215,73,0.72,2026-02-10 15:08:29,119,1,Operational Bottleneck,New Lisamouth Hub,405,Medium
tN-84585414,Swift,Heavy Rain,1588,40,0.52,2026-03-05 06:01:26,11,0,Routine,Taylorside Hub,37,Medium
wt-04697387,Delhivery,Clear,4812,73,0.31,2026-02-14 01:42:13,14,0,Routine,Lake Ryan Hub,103,Medium
dK-98356422,BlueDart,Clear,14764,83,0.29,2026-03-05 12:58:37,3,0,Routine,Jonesbury Hub,47,Low
NR-35981494,Delhivery,Heavy Rain,8537,51,0.24,2026-03-03 05:32:00,6,0,Routine,North Alanview Hub,190,Medium
WA-99988943,BlueDart,Clear,2174,36,0.73,2026-03-05 09:10:42,5,0,Routine,New David Hub,327,High
gL-13201179,BlueDart,Clear,6950,31,0.25,2026-03-04 03:01:27,15,0,Routine,Jeremyfurt Hub,392,High
GT-25911323,BlueDart,Clear,13474,65,0.51,2026-02-23 04:28:59,8,0,Routine,Karentown Hub,260,Medium
td-90593617,BlueDart,Clear,8790,79,0.46,2026-02-16 00:30:18,4,0,Routine,South Anthony Hub,231,Medium
DV-02874797,Swift,Fog,8422,95,0.46,2026-03-02 08:24:31,8,0,Routine,West Michelle Hub,330,Medium
ay-54107930,BlueDart,Clear,8688,67,0.88,2026-02-24 12:25:14,75,1,Operational Bottleneck,Perezfort Hub,185,Low
gH-37621623,Swift,Heavy Rain,8589,92,0.51,2026-02-14 03:10:42,10,0,Routine,South Robert Hub,186,Medium
bf-48972880,Delhivery,Clear,8722,43,0.93,2026-02-09 04:13:32,150,1,Operational Bottleneck,North Nancy Hub,68,Low
Dc-85203775,Delhivery,Clear,4452,32,0.34,2026-02-27 21:34:56,3,0,Routine,Samanthachester Hub,462,High
Fn-91494059,Delhivery,Heavy Rain,2917,64,0.72,2026-03-02 15:49:06,2,0,Routine,Garciaville Hub,242,Medium
wB-12406604,Delhivery,Heavy Rain,13338,37,0.91,2026-02-17 13:39:13,144,1,Operational Bottleneck,North Jamesfort Hub,137,Low
Et-19265162,BlueDart,Fog,5474,88,0.59,2026-03-06 23:16:02,6,0,Routine,Stevenborough Hub,79,High
Ra-84830627,Swift,Clear,14789,76,0.11,2026-02-10 13:26:09,11,0,Routine,Jenniferfort Hub,138,Low
Dc-04061203,Delhivery,Clear,7187,31,0.41,2026-02-13 06:56:27,10,0,Routine,West Maryshire Hub,254,Low
kr-53261942,Delhivery,Clear,12392,62,0.22,2026-02-09 23:48:41,13,0,Routine,Perrytown Hub,161,High
Ix-09245423,Delhivery,Heavy Rain,14787,69,0.2,2026-02-24 09:27:24,4,0,Routine,Lake Calebberg Hub,36,Low
fF-51609880,BlueDart,Cyclone,11553,32,0.3,2026-02-23 10:18:41,538,1,Natural Disaster,South Victoriamouth Hub,182,High
SA-85072384,Swift,Heavy Rain,7892,44,0.62,2026-02-16 03:21:28,11,0,Routine,Lake Williamton Hub,441,Medium
oc-92216052,BlueDart,Clear,14196,64,0.34,2026-02-22 05:44:22,12,0,Routine,West Tammychester Hub,158,High
qO-17661230,BlueDart,Clear,9528,79,0.23,2026-02-12 23:32:46,15,0,Routine,West Maryshire Hub,223,Low
CN-44605879,BlueDart,Fog,6112,96,0.97,2026-03-07 04:51:12,11,0,Routine,West Victoria Hub,238,Medium
qX-80569046,BlueDart,Cyclone,11752,79,0.21,2026-02-10 12:00:50,630,1,Natural Disaster,Markshire Hub,338,High
Oa-10289139,BlueDart,Clear,3944,83,0.51,2026-02-08 06:19:24,0,0,Routine,West Brianview Hub,433,Medium
ag-24421182,BlueDart,Heavy Rain,5266,38,0.21,2026-02-22 08:40:35,10,0,Routine,Gregoryport Hub,482,High
Ll-58284439,Swift,Fog,13046,72,0.64,2026-02-20 19:20:56,9,0,Routine,Lake Zacharyborough Hub,358,High
yW-36914349,Delhivery,Clear,6421,82,0.15,2026-03-06 11:06:34,10,0,Routine,Heidiside Hub,103,Medium
Md-24312481,Delhivery,Fog,13517,41,0.63,2026-02-28 03:40:20,11,0,Routine,Bradshawborough Hub,114,Medium
xJ-29142039,Delhivery,Cyclone,11535,55,0.22,2026-02-25 01:46:12,397,1,Natural Disaster,Lake Christopher Hub,346,High
oq-02881132,BlueDart,Heavy Rain,6204,87,0.99,2026-02-13 14:42:13,164,1,Operational Bottleneck,Martinezbury Hub,415,High
zU-23832209,Swift,Clear,7768,86,0.48,2026-02-21 10:47:31,9,0,Routine,South Rachelhaven Hub,283,High
eX-45926540,Swift,Heavy Rain,7262,80,0.34,2026-02-21 17:49:46,10,0,Routine,East Dennisfurt Hub,155,Low
Vb-52317725,Swift,Heavy Rain,1213,59,0.27,2026-03-03 09:37:59,14,0,Routine,South Nicholas Hub,65,Low
SQ-28019690,BlueDart,Clear,5372,42,0.94,2026-02-11 17:25:26,9,0,Routine,Dylanmouth Hub,276,High
Ip-48932303,Swift,Clear,9381,99,0.47,2026-03-08 12:41:03,8,0,Routine,North Shirley Hub,433,High
Ys-32520942,Delhivery,Clear,2729,47,0.67,2026-02-23 21:23:53,0,0,Routine,Nathanville Hub,447,Low
Pk-83465240,BlueDart,Clear,860,62,0.45,2026-03-01 07:24:04,15,0,Routine,Codyfurt Hub,330,High
Wl-05500579,Delhivery,Clear,3279,46,0.67,2026-02-28 23:36:28,8,0,Routine,Dianashire Hub,490,Medium
dw-93031966,Swift,Clear,9685,98,0.37,2026-02-17 14:17:41,94,1,Operational Bottleneck,Campbellfurt Hub,244,Medium
lV-00693295,BlueDart,Fog,1257,67,0.38,2026-02-15 17:37:41,14,0,Routine,South Rachelside Hub,57,High
Ly-27318366,BlueDart,Clear,1882,68,0.5,2026-02-20 16:37:11,4,0,Routine,Brianfurt Hub,440,High
wn-39522935,Swift,Clear,5393,49,0.12,2026-02-23 18:50:16,15,0,Routine,North Kathleen Hub,259,Low
ok-54287570,Swift,Cyclone,9923,47,0.58,2026-03-08 22:31:49,528,1,Natural Disaster,Port John Hub,436,High
HH-71980110,Swift,Clear,9527,80,0.17,2026-02-25 14:53:46,7,0,Routine,Smithfurt Hub,318,Low
MA-26894739,Swift,Clear,7481,98,0.27,2026-02-21 11:28:58,169,1,Operational Bottleneck,Reginaldfort Hub,247,Medium
Hu-74834402,Delhivery,Clear,6149,86,0.79,2026-03-06 03:29:39,15,0,Routine,West Chelsea Hub,499,Medium
RM-70221542,Delhivery,Clear,12837,55,0.96,2026-02-21 05:51:14,10,0,Routine,Moorebury Hub,382,High
Bb-53329487,Swift,Fog,1143,77,0.45,2026-02-16 22:15:16,8,0,Routine,Perezport Hub,274,Medium
FZ-95773495,Delhivery,Clear,5592,90,0.51,2026-02-10 10:53:06,143,1,Operational Bottleneck,Shannonton Hub,283,High
ZI-78850655,BlueDart,Clear,13046,82,0.43,2026-03-08 09:55:50,8,0,Routine,Gayfort Hub,394,Low
IR-79765703,BlueDart,Clear,12868,37,0.76,2026-02-23 10:01:08,2,0,Routine,Joneschester Hub,218,Low
